card_id,txn_id
C07096-K1,3263235
C07096-K1,3263264
C07096-K1,3263295
C07096-K1,3263349
C07096-K1,3265710
C07096-K1,3266155
C07096-K1,3267122
C07096-K1,3267731
C07096-K1,3267840
C07096-K1,3271504
C07096-K1,3272181
C07096-K1,3275841
C07096-K1,3276724
C07096-K1,3277659
C07096-K1,3277921
C07096-K1,3278297
C07096-K1,3279627
C07096-K1,3280553
C07096-K1,3280883
C07096-K1,3283992
C07096-K1,3285705
C07096-K1,3287158
C07096-K1,3288217
C07096-K1,3292454
C07096-K1,3293443
C07096-K1,3294079
C07096-K1,3297512
C07096-K1,3298086
C07096-K1,3298088
C07096-K1,3298101
C07096-K1,3298806
C07096-K1,3301221
C07096-K1,3301493
C07096-K1,3301519
C07096-K1,3301763
C07096-K1,3302117
C07096-K1,3303114
C07096-K1,3306936
C07096-K1,3310641
C07096-K1,3311105
C07096-K1,3311136
C07096-K1,3311977
C07096-K1,3312387
C07096-K1,3312451
C07096-K1,3312855
C07096-K1,3313369
C07096-K1,3313542
C07096-K1,3314234
C07096-K1,3315381
C07096-K1,3315409
C07096-K1,3318748
C07096-K1,3319884
C07096-K1,3320600
C07096-K1,3320614
C07096-K1,3320958
C07096-K1,3321839
C07096-K1,3321941
C07096-K1,3325696
C07096-K1,3325842
C07096-K1,3325933
C07096-K1,3329844
C07096-K1,3334412
C07096-K1,3335053
C07096-K1,3336515
C07096-K1,3336761
C07096-K1,3337852
C07096-K1,3339087
C07096-K1,3339745
C07096-K1,3340895
C07096-K1,3341882
C07096-K1,3341892
C07096-K1,3342057
C07096-K1,3342675
C07096-K1,3343292
C07096-K1,3343334
C07096-K1,3344710
C07096-K1,3345923
C07096-K1,3347220
C07096-K1,3348257
C07096-K1,3349117
C07096-K1,3350873
C07096-K1,3351992
C07096-K1,3352920
C07096-K1,3355243
C07096-K1,3355261
C07096-K1,3356471
C07096-K1,3357182
C07096-K1,3357193
C07096-K1,3357668
C07096-K1,3361046
C07096-K1,3362980
C07096-K1,3367376
C07096-K1,3369066
C07096-K1,3369463
C07096-K1,3372225
C07096-K1,3373300
C07096-K1,3375348
C07096-K1,3376199
C07096-K1,3376228
C07096-K1,3376269
C07096-K1,3376290
C07096-K1,3377874
C07096-K1,3378101
C07096-K1,3378194
C07096-K1,3378224
C07096-K1,3378395
C07096-K1,3381375
C07096-K1,3383037
C07096-K1,3387931
C07096-K1,3388270
C07096-K1,3389696
C07096-K1,3391494
C07096-K1,3392455
C07096-K1,3393106
C07096-K1,3394185
C07096-K1,3399927
C07096-K1,3403734
C07096-K1,3404508
C07096-K1,3404724
C07096-K1,3405583
C07096-K1,3411390
C07096-K1,3411395
C07096-K1,3412010
C07096-K1,3412368
C07096-K1,3415836
C07096-K1,3417237
C07096-K1,3417253
C07096-K1,3417740
C07096-K1,3418808
C07096-K1,3419148
C07096-K1,3424644
C07096-K1,3429309
C07096-K1,3429685
C07096-K1,3430084
C07096-K1,3430643
C07096-K1,3432947
C07096-K1,3432959
C07096-K1,3435274
C07096-K1,3435411
C07096-K1,3435963
C07096-K1,3437236
C07096-K1,3444471
C07096-K1,3446105
C07096-K1,3448964
C07096-K1,3452515
C07096-K1,3453194
C07096-K1,3453663
C07096-K1,3455945
C07096-K1,3456781
C07096-K1,3457479
C07096-K1,3457522
C07096-K1,3457554
C07096-K1,3459310
C07096-K1,3462135
C07096-K1,3469723
C07096-K1,3470960
C07096-K1,3471730
C07096-K1,3472164
C07096-K1,3472316
C07096-K1,3475107
C07096-K1,3475982
C07096-K1,3478146
C07096-K1,3478151
C07096-K1,3482293
C07096-K1,3484237
C07096-K1,3485467
C07096-K1,3486596
C07096-K1,3487607
C07096-K1,3488837
C07096-K1,3489761
C07096-K1,3490427
C07096-K1,3490741
C07096-K1,3493102
C07096-K1,3495225
C07096-K1,3499360
C07096-K1,3503176
C07096-K1,3505014
C07096-K1,3505752
C07096-K1,3506610
C07096-K1,3508215
C07096-K1,3510989
C07096-K1,3511567
C07096-K1,3511827
C07096-K1,3511880
C07096-K1,3511890
C07096-K1,3511960
C07096-K1,3512498
C07096-K1,3514066
C07096-K1,3514899
C07096-K1,3515254
C07096-K1,3516304
C07096-K1,3516316
C07096-K1,3520781
C07096-K1,3522739
C07096-K1,3525327
C07096-K1,3526011
C07096-K1,3526300
C07096-K1,3528334
C07096-K1,3529429
C07096-K1,3530000
C07096-K1,3530017
C07096-K1,3534316
C07096-K1,3535803
C07096-K1,3536931
C07096-K1,3536976
C07096-K1,3536990
C07096-K1,3536994
C07096-K1,3537071
C07096-K1,3537552
C07096-K1,3537908
C07096-K1,3540319
C07096-K1,3540356
C07096-K1,3541007
C07096-K1,3541357
C07096-K1,3546259
C07096-K1,3549995
C07096-K1,3551982
C07096-K1,3555600
C07096-K1,3557651
C07096-K1,3558147
C07096-K1,3558788
C07096-K1,3559574
C07096-K1,3562546
C07096-K1,3563958
C07096-K1,3564234
C07096-K1,3564737
C07096-K1,3565925
C07096-K1,3565952
C07096-K1,3566564
C07096-K1,3567615
C07096-K1,3570041
C07096-K1,3571457
C07096-K1,3572097
C07096-K1,3573281
C07096-K1,3574995
C07096-K1,3577909
C07096-K1,3578919
C07096-K1,3582622
C11919-K1,3000003
C11919-K1,3000004
C11919-K1,3000018
C11919-K1,3000184
C11919-K1,3000192
C11919-K1,3000195
C11919-K1,3000247
C11919-K1,3000250
C11919-K1,3000766
C11919-K1,3001086
C11919-K1,3001101
C11919-K1,3001166
C11919-K1,3001264
C11919-K1,3001605
C11919-K1,3002036
C11919-K1,3002049
C11919-K1,3002156
C11919-K1,3002282
C11919-K1,3002284
C11919-K1,3002470
C11919-K1,3002968
C11919-K1,3002991
C11919-K1,3003917
C11919-K1,3004036
C11919-K1,3004811
C11919-K1,3004814
C11919-K1,3004975
C11919-K1,3004986
C11919-K1,3004993
C11919-K1,3005162
C11919-K1,3005443
C11919-K1,3006046
C11919-K1,3006196
C11919-K1,3006214
C11919-K1,3006260
C11919-K1,3006488
C11919-K1,3006646
C11919-K1,3006658
C11919-K1,3006669
C11919-K1,3006678
C11919-K1,3006716
C11919-K1,3007157
C11919-K1,3007813
C11919-K1,3007817
C11919-K1,3007843
C11919-K1,3007883
C11919-K1,3008147
C11919-K1,3008883
C11919-K1,3008899
C11919-K1,3009061
C11919-K1,3009546
C11919-K1,3009550
C11919-K1,3009769
C11919-K1,3009785
C11919-K1,3010061
C11919-K1,3010067
C11919-K1,3010339
C11919-K1,3010353
C11919-K1,3010532
C11919-K1,3011239
C11919-K1,3011429
C11919-K1,3013552
C11919-K1,3013560
C11919-K1,3013565
C11919-K1,3015673
C11919-K1,3015784
C11919-K1,3016561
C11919-K1,3016838
C11919-K1,3016972
C11919-K1,3017089
C11919-K1,3017547
C11919-K1,3017807
C11919-K1,3020148
C11919-K1,3020502
C11919-K1,3020723
C11919-K1,3020979
C11919-K1,3020992
C11919-K1,3021807
C11919-K1,3021813
C11919-K1,3022429
C11919-K1,3022779
C11919-K1,3023088
C11919-K1,3023102
C11919-K1,3023875
C11919-K1,3024139
C11919-K1,3024302
C11919-K1,3024479
C11919-K1,3024507
C11919-K1,3024544
C11919-K1,3026657
C11919-K1,3027753
C11919-K1,3027888
C11919-K1,3032862
C11919-K1,3033423
C11919-K1,3033546
C11919-K1,3034358
C11919-K1,3035275
C11919-K1,3035556
C11919-K1,3036126
C11919-K1,3036174
C11919-K1,3038131
C11919-K1,3038972
C11919-K1,3039382
C11919-K1,3039562
C11919-K1,3040124
C11919-K1,3040322
C11919-K1,3040340
C11919-K1,3040361
C11919-K1,3041880
C11919-K1,3041986
C11919-K1,3042308
C11919-K1,3042807
C11919-K1,3043691
C11919-K1,3046362
C11919-K1,3047460
C11919-K1,3047639
C11919-K1,3047922
C11919-K1,3047991
C11919-K1,3048313
C11919-K1,3048708
C11919-K1,3048752
C11919-K1,3049343
C11919-K1,3049961
C11919-K1,3050311
C11919-K1,3050410
C11919-K1,3051344
C11919-K1,3052468
C11919-K1,3055224
C11919-K1,3055267
C11919-K1,3055378
C11919-K1,3055506
C11919-K1,3055693
C11919-K1,3055717
C11919-K1,3055765
C11919-K1,3055802
C11919-K1,3055928
C11919-K1,3056100
C11919-K1,3056131
C11919-K1,3056230
C11919-K1,3059723
C11919-K1,3060076
C11919-K1,3061956
C11919-K1,3063189
C11919-K1,3063228
C11919-K1,3063277
C11919-K1,3063294
C11919-K1,3063344
C11919-K1,3063386
C11919-K1,3063470
C11919-K1,3063885
C11919-K1,3063913
C11919-K1,3064555
C11919-K1,3066141
C11919-K1,3066370
C11919-K1,3066825
C11919-K1,3067133
C11919-K1,3068637
C11919-K1,3068686
C11919-K1,3068781
C11919-K1,3069435
C11919-K1,3069965
C11919-K1,3070122
C11919-K1,3070128
C11919-K1,3070420
C11919-K1,3071001
C11919-K1,3071417
C11919-K1,3071422
C11919-K1,3071432
C11919-K1,3071442
C11919-K1,3071530
C11919-K1,3073562
C11919-K1,3073764
C11919-K1,3073894
C11919-K1,3075394
C11919-K1,3075814
C11919-K1,3075840
C11919-K1,3075865
C11919-K1,3075910
C11919-K1,3076779
C11919-K1,3076817
C11919-K1,3077001
C11919-K1,3077628
C11919-K1,3078304
C11919-K1,3079219
C11919-K1,3079306
C11919-K1,3079325
C11919-K1,3079575
C11919-K1,3079700
C11919-K1,3080203
C11919-K1,3081052
C11919-K1,3081187
C11919-K1,3081921
C11919-K1,3083051
C11919-K1,3083118
C11919-K1,3083649
C11919-K1,3085620
C11919-K1,3085724
C11919-K1,3086198
C11919-K1,3086466
C11919-K1,3088613
C11919-K1,3089094
C11919-K1,3089644
C11919-K1,3089849
C11919-K1,3089957
C11919-K1,3091804
C11919-K1,3092230
C11919-K1,3092642
C11919-K1,3093042
C11919-K1,3093729
C11919-K1,3093917
C11919-K1,3094949
C11919-K1,3095000
C11919-K1,3095234
C11919-K1,3095284
C11919-K1,3096502
C11919-K1,3096527
C11919-K1,3096846
C11919-K1,3096879
C11919-K1,3096893
C11919-K1,3096914
C11919-K1,3096932
C11919-K1,3096989
C11919-K1,3097255
C11919-K1,3098459
C11919-K1,3102401
C11919-K1,3103166
C11919-K1,3103447
C11919-K1,3105160
C11919-K1,3106271
C11919-K1,3106280
C11919-K1,3108043
C11919-K1,3108219
C11919-K1,3109616
C11919-K1,3109802
C11919-K1,3110109
C11919-K1,3110298
C11919-K1,3110451
C11919-K1,3110469
C11919-K1,3111227
C11919-K1,3111448
C11919-K1,3111587
C11919-K1,3111786
C11919-K1,3112460
C11919-K1,3113221
C11919-K1,3113797
C11919-K1,3113804
C11919-K1,3114308
C11919-K1,3114360
C11919-K1,3114436
C11919-K1,3115280
C11919-K1,3115562
C11919-K1,3116334
C11919-K1,3116668
C11919-K1,3116939
C11919-K1,3117199
C11919-K1,3117444
C11919-K1,3118369
C11919-K1,3119022
C11919-K1,3119958
C11919-K1,3122062
C11919-K1,3123736
C11919-K1,3123801
C11919-K1,3123895
C11919-K1,3124539
C11919-K1,3124653
C11919-K1,3125516
C11919-K1,3125526
C11919-K1,3125603
C11919-K1,3125721
C11919-K1,3125898
C11919-K1,3126613
C11919-K1,3126653
C11919-K1,3126675
C11919-K1,3126757
C11919-K1,3126768
C11919-K1,3127629
C11919-K1,3128326
C11919-K1,3130160
C11919-K1,3131339
C11919-K1,3132705
C11919-K1,3133528
C11919-K1,3134252
C11919-K1,3135147
C11919-K1,3135202
C11919-K1,3135250
C11919-K1,3135450
C11919-K1,3135739
C11919-K1,3135943
C11919-K1,3137218
C11919-K1,3138895
C11919-K1,3141067
C11919-K1,3141085
C11919-K1,3142996
C11919-K1,3143049
C11919-K1,3143193
C11919-K1,3143268
C11919-K1,3143286
C11919-K1,3143719
C11919-K1,3144084
C11919-K1,3144820
C11919-K1,3144888
C11919-K1,3145361
C11919-K1,3146715
C11919-K1,3146753
C11919-K1,3146834
C11919-K1,3147028
C11919-K1,3147122
C11919-K1,3147330
C11919-K1,3147347
C11919-K1,3148151
C11919-K1,3148635
C11919-K1,3150053
C11919-K1,3150297
C11919-K1,3151029
C11919-K1,3151436
C11919-K1,3151854
C11919-K1,3152771
C11919-K1,3154631
C11919-K1,3154684
C11919-K1,3154771
C11919-K1,3156105
C11919-K1,3156692
C11919-K1,3157009
C11919-K1,3157126
C11919-K1,3157185
C11919-K1,3157717
C11919-K1,3158077
C11919-K1,3158081
C11919-K1,3158118
C11919-K1,3158561
C11919-K1,3159798
C11919-K1,3165707
C11919-K1,3166828
C11919-K1,3166847
C11919-K1,3167586
C11919-K1,3167860
C11919-K1,3167893
C11919-K1,3167929
C11919-K1,3168048
C11919-K1,3169354
C11919-K1,3170465
C11919-K1,3171988
C11919-K1,3172685
C11919-K1,3173447
C11919-K1,3177796
C11919-K1,3179429
C11919-K1,3182272
C11919-K1,3183164
C11919-K1,3183964
C11919-K1,3184515
C11919-K1,3186600
C11919-K1,3186689
C11919-K1,3186964
C11919-K1,3187251
C11919-K1,3187291
C11919-K1,3187530
C11919-K1,3188271
C11919-K1,3189973
C11919-K1,3191549
C11919-K1,3191981
C11919-K1,3192253
C11919-K1,3192279
C11919-K1,3193796
C11919-K1,3193969
C11919-K1,3194019
C11919-K1,3195658
C11919-K1,3195694
C11919-K1,3196736
C11919-K1,3197565
C11919-K1,3199629
C11919-K1,3201133
C11919-K1,3201148
C11919-K1,3201702
C11919-K1,3202142
C11919-K1,3203209
C11919-K1,3203824
C11919-K1,3204472
C11919-K1,3204581
C11919-K1,3204622
C11919-K1,3204841
C11919-K1,3205604
C11919-K1,3205776
C11919-K1,3205833
C11919-K1,3205837
C11919-K1,3205932
C11919-K1,3206896
C11919-K1,3207034
C11919-K1,3207048
C11919-K1,3207289
C11919-K1,3207483
C11919-K1,3207608
C11919-K1,3208163
C11919-K1,3208197
C11919-K1,3208291
C11919-K1,3209674
C11919-K1,3210764
C11919-K1,3210914
C11919-K1,3210972
C11919-K1,3211852
C11919-K1,3211914
C11919-K1,3212117
C11919-K1,3212526
C11919-K1,3212561
C11919-K1,3212568
C11919-K1,3212577
C11919-K1,3216981
C11919-K1,3217292
C11919-K1,3218981
C11919-K1,3218997
C11919-K1,3220912
C11919-K1,3220996
C11919-K1,3221236
C11919-K1,3221260
C11919-K1,3221493
C11919-K1,3222963
C11919-K1,3223191
C11919-K1,3223228
C11919-K1,3223307
C11919-K1,3223878
C11919-K1,3224548
C11919-K1,3224581
C11919-K1,3226912
C11919-K1,3227327
C11919-K1,3227403
C11919-K1,3227753
C11919-K1,3227835
C11919-K1,3228743
C11919-K1,3228785
C11919-K1,3228798
C11919-K1,3228852
C11919-K1,3228979
C11919-K1,3229095
C11919-K1,3229473
C11919-K1,3229693
C11919-K1,3230690
C11919-K1,3230771
C11919-K1,3231341
C11919-K1,3233679
C11919-K1,3235096
C11919-K1,3236125
C11919-K1,3238500
C11919-K1,3239448
C11919-K1,3239728
C11919-K1,3240578
C11919-K1,3242649
C11919-K1,3242697
C11919-K1,3242842
C11919-K1,3244526
C11919-K1,3244549
C11919-K1,3244569
C11919-K1,3244598
C11919-K1,3244609
C11919-K1,3244710
C11919-K1,3245181
C11919-K1,3245966
C11919-K1,3246014
C11919-K1,3247134
C11919-K1,3248242
C11919-K1,3249022
C11919-K1,3250568
C11919-K1,3250709
C11919-K1,3250718
C11919-K1,3250832
C11919-K1,3251039
C11919-K1,3252839
C11919-K1,3253025
C11919-K1,3253237
C11919-K1,3254978
C11919-K1,3255282
C11919-K1,3255989
C11919-K1,3258163
C11919-K1,3259102
C11919-K1,3259341
C11919-K1,3259503
C11919-K1,3259892
C11919-K1,3259896
C11919-K1,3261771
C11919-K1,3262097
C11919-K1,3262473
C11919-K1,3264183
C11919-K1,3264212
C11919-K1,3264299
C11919-K1,3265102
C11919-K1,3265280
C11919-K1,3265416
C11919-K1,3266837
C11919-K1,3267414
C11919-K1,3267478
C11919-K1,3267846
C11919-K1,3268139
C11919-K1,3268943
C11919-K1,3270452
C11919-K1,3270949
C11919-K1,3270992
C11919-K1,3271000
C11919-K1,3271015
C11919-K1,3271418
C11919-K1,3276390
C11919-K1,3276520
C11919-K1,3277308
C11919-K1,3277346
C11919-K1,3277618
C11919-K1,3281106
C11919-K1,3283181
C11919-K1,3283182
C11919-K1,3283376
C11919-K1,3283491
C11919-K1,3284961
C11919-K1,3285003
C11919-K1,3285379
C11919-K1,3285450
C11919-K1,3285508
C11919-K1,3286134
C11919-K1,3286448
C11919-K1,3286917
C11919-K1,3287134
C11919-K1,3288554
C11919-K1,3288997
C11919-K1,3289230
C11919-K1,3290926
C11919-K1,3291604
C11919-K1,3291785
C11919-K1,3292541
C11919-K1,3292934
C11919-K1,3294145
C11919-K1,3294322
C11919-K1,3294345
C11919-K1,3294352
C11919-K1,3294379
C11919-K1,3294466
C11919-K1,3294574
C11919-K1,3294599
C11919-K1,3294623
C11919-K1,3294998
C11919-K1,3295007
C11919-K1,3296488
C11919-K1,3296502
C11919-K1,3296530
C11919-K1,3296566
C11919-K1,3296654
C11919-K1,3298473
C11919-K1,3298683
C11919-K1,3298684
C11919-K1,3298706
C11919-K1,3298772
C11919-K1,3299027
C11919-K1,3300264
C11919-K1,3300462
C11919-K1,3302284
C11919-K1,3302302
C11919-K1,3303251
C11919-K1,3303264
C11919-K1,3304956
C11919-K1,3306243
C11919-K1,3306283
C11919-K1,3306693
C11919-K1,3306726
C11919-K1,3306731
C11919-K1,3306754
C11919-K1,3306799
C11919-K1,3307112
C11919-K1,3308576
C11919-K1,3308602
C11919-K1,3308952
C11919-K1,3309955
C11919-K1,3311525
C11919-K1,3312122
C11919-K1,3313372
C11919-K1,3313509
C11919-K1,3313746
C11919-K1,3314807
C11919-K1,3314931
C11919-K1,3315125
C11919-K1,3315389
C11919-K1,3317132
C11919-K1,3317206
C11919-K1,3318042
C11919-K1,3318052
C11919-K1,3318913
C11919-K1,3318952
C11919-K1,3319142
C11919-K1,3319735
C11919-K1,3319775
C11919-K1,3323401
C11919-K1,3324603
C11919-K1,3324664
C11919-K1,3324723
C11919-K1,3325302
C11919-K1,3326141
C11919-K1,3326358
C11919-K1,3327577
C11919-K1,3327838
C11919-K1,3327910
C11919-K1,3327927
C11919-K1,3331770
C11919-K1,3332064
C11919-K1,3334167
C11919-K1,3337478
C11919-K1,3337520
C11919-K1,3340115
C11919-K1,3341778
C11919-K1,3341795
C11919-K1,3342206
C11919-K1,3342815
C11919-K1,3342830
C11919-K1,3342871
C11919-K1,3344339
C11919-K1,3344630
C11919-K1,3345326
C11919-K1,3345695
C11919-K1,3345744
C11919-K1,3345746
C11919-K1,3345782
C11919-K1,3345815
C11919-K1,3346982
C11919-K1,3348421
C11919-K1,3350365
C11919-K1,3350712
C11919-K1,3351793
C11919-K1,3351806
C11919-K1,3351879
C11919-K1,3352078
C11919-K1,3352141
C11919-K1,3352198
C11919-K1,3352349
C11919-K1,3353052
C11919-K1,3353904
C11919-K1,3354029
C11919-K1,3356147
C11919-K1,3358028
C11919-K1,3358546
C11919-K1,3359305
C11919-K1,3361592
C11919-K1,3362137
C11919-K1,3362249
C11919-K1,3362573
C11919-K1,3362864
C11919-K1,3362918
C11919-K1,3364098
C11919-K1,3364145
C11919-K1,3364640
C11919-K1,3365430
C11919-K1,3365796
C11919-K1,3366126
C11919-K1,3366272
C11919-K1,3366896
C11919-K1,3367193
C11919-K1,3367951
C11919-K1,3368416
C11919-K1,3370190
C11919-K1,3370805
C11919-K1,3371008
C11919-K1,3372002
C11919-K1,3373404
C11919-K1,3373567
C11919-K1,3374098
C11919-K1,3374131
C11919-K1,3374630
C11919-K1,3375365
C11919-K1,3377950
C11919-K1,3377983
C11919-K1,3377984
C11919-K1,3378004
C11919-K1,3378007
C11919-K1,3378025
C11919-K1,3378026
C11919-K1,3378335
C11919-K1,3379085
C11919-K1,3379213
C11919-K1,3379238
C11919-K1,3379275
C11919-K1,3379315
C11919-K1,3379463
C11919-K1,3380238
C11919-K1,3380313
C11919-K1,3380613
C11919-K1,3380912
C11919-K1,3381765
C11919-K1,3382014
C11919-K1,3382019
C11919-K1,3382450
C11919-K1,3382708
C11919-K1,3382713
C11919-K1,3383294
C11919-K1,3384784
C11919-K1,3384905
C11919-K1,3386032
C11919-K1,3386038
C11919-K1,3386124
C11919-K1,3386133
C11919-K1,3386164
C11919-K1,3387254
C11919-K1,3387314
C11919-K1,3387334
C11919-K1,3387340
C11919-K1,3387353
C11919-K1,3387385
C11919-K1,3387998
C11919-K1,3388069
C11919-K1,3388217
C11919-K1,3388790
C11919-K1,3389705
C11919-K1,3390523
C11919-K1,3390594
C11919-K1,3390945
C11919-K1,3391086
C11919-K1,3391114
C11919-K1,3391145
C11919-K1,3391240
C11919-K1,3391263
C11919-K1,3392145
C11919-K1,3392385
C11919-K1,3394467
C11919-K1,3394479
C11919-K1,3394513
C11919-K1,3394929
C11919-K1,3394950
C11919-K1,3395185
C11919-K1,3395326
C11919-K1,3395360
C11919-K1,3395380
C11919-K1,3395395
C11919-K1,3395573
C11919-K1,3395696
C11919-K1,3395705
C11919-K1,3395829
C11919-K1,3395979
C11919-K1,3395983
C11919-K1,3396549
C11919-K1,3397066
C11919-K1,3397213
C11919-K1,3397223
C11919-K1,3397235
C11919-K1,3398614
C11919-K1,3399016
C11919-K1,3399952
C11919-K1,3400149
C11919-K1,3400221
C11919-K1,3400418
C11919-K1,3401815
C11919-K1,3401816
C11919-K1,3401838
C11919-K1,3402546
C11919-K1,3402848
C11919-K1,3404138
C11919-K1,3404167
C11919-K1,3404246
C11919-K1,3404285
C11919-K1,3404864
C11919-K1,3404886
C11919-K1,3404969
C11919-K1,3405166
C11919-K1,3405303
C11919-K1,3405353
C11919-K1,3406102
C11919-K1,3406318
C11919-K1,3406370
C11919-K1,3407016
C11919-K1,3407250
C11919-K1,3407484
C11919-K1,3409997
C11919-K1,3410351
C11919-K1,3411339
C11919-K1,3411548
C11919-K1,3412374
C11919-K1,3413464
C11919-K1,3414657
C11919-K1,3414788
C11919-K1,3414874
C11919-K1,3414880
C11919-K1,3414883
C11919-K1,3414885
C11919-K1,3414888
C11919-K1,3415452
C11919-K1,3416013
C11919-K1,3417220
C11919-K1,3418021
C11919-K1,3418087
C11919-K1,3418137
C11919-K1,3418620
C11919-K1,3419098
C11919-K1,3419143
C11919-K1,3419633
C11919-K1,3420383
C11919-K1,3421153
C11919-K1,3421267
C11919-K1,3421279
C11919-K1,3421310
C11919-K1,3421322
C11919-K1,3421388
C11919-K1,3421483
C11919-K1,3421502
C11919-K1,3421509
C11919-K1,3422369
C11919-K1,3422940
C11919-K1,3422944
C11919-K1,3422957
C11919-K1,3422979
C11919-K1,3424204
C11919-K1,3424209
C11919-K1,3424262
C11919-K1,3424482
C11919-K1,3424663
C11919-K1,3425033
C11919-K1,3425484
C11919-K1,3425918
C11919-K1,3426464
C11919-K1,3429686
C11919-K1,3431149
C11919-K1,3432435
C11919-K1,3432476
C11919-K1,3434296
C11919-K1,3437387
C11919-K1,3437428
C11919-K1,3437475
C11919-K1,3439552
C11919-K1,3439872
C11919-K1,3439885
C11919-K1,3440205
C11919-K1,3440227
C11919-K1,3442929
C11919-K1,3445821
C11919-K1,3445857
C11919-K1,3447338
C11919-K1,3447379
C11919-K1,3447382
C11919-K1,3448089
C11919-K1,3448251
C11919-K1,3448699
C11919-K1,3451581
C11919-K1,3451625
C11919-K1,3452585
C11919-K1,3452629
C11919-K1,3453171
C11919-K1,3455807
C11919-K1,3455927
C11919-K1,3455984
C11919-K1,3457057
C11919-K1,3458942
C11919-K1,3459500
C11919-K1,3459788
C11919-K1,3460434
C11919-K1,3461729
C11919-K1,3465997
C11919-K1,3466297
C11919-K1,3466360
C11919-K1,3466575
C11919-K1,3466861
C11919-K1,3467795
C11919-K1,3467833
