txn_id,region_code
3005695,299.0
3005707,299.0
3005714,299.0
3005729,299.0
3005732,299.0
3005733,299.0
3005735,299.0
3005740,299.0
3005747,299.0
3005764,299.0
3005771,299.0
3005782,299.0
3005787,299.0
3005805,299.0
3005806,299.0
3005807,299.0
3005817,299.0
3005832,299.0
3005841,299.0
3005854,299.0
3005865,299.0
3005868,299.0
3005875,299.0
3005878,299.0
3005879,299.0
3005881,299.0
3005894,299.0
3005902,299.0
3005905,299.0
3005916,299.0
3005917,299.0
3005923,299.0
3005945,299.0
3005949,299.0
3005955,299.0
3005965,299.0
3005968,299.0
3005977,299.0
3005992,299.0
3006016,299.0
3006036,299.0
3006045,299.0
3006061,299.0
3006071,299.0
3006096,299.0
3006119,299.0
3006138,299.0
3006144,299.0
3006168,299.0
3006170,299.0
3006176,299.0
3006180,299.0
3006188,299.0
3006192,299.0
3006195,299.0
3006206,299.0
3006220,299.0
3006225,299.0
3006228,299.0
3006238,299.0
3006243,299.0
3006245,299.0
3006248,299.0
3006261,299.0
3006276,299.0
3006280,299.0
3006298,299.0
3006309,299.0
3006333,299.0
3006336,299.0
3006368,299.0
3006374,299.0
3006386,299.0
3006391,299.0
3006404,299.0
3006406,299.0
3006424,299.0
3006432,299.0
3006443,299.0
3006445,299.0
3006453,299.0
3006464,299.0
3006506,299.0
3006511,299.0
3006518,299.0
3006536,299.0
3006542,299.0
3006543,299.0
3006548,299.0
3006571,299.0
3006572,299.0
3006581,299.0
3006586,299.0
3006588,299.0
3006601,299.0
3006629,299.0
3006636,299.0
3006639,299.0
3006648,299.0
3006659,299.0
3006661,299.0
3006664,299.0
3006671,299.0
3006673,299.0
3006675,299.0
3006680,299.0
3006681,299.0
3006685,299.0
3006689,299.0
3006691,299.0
3006695,299.0
3006710,299.0
3006712,299.0
3006719,299.0
3006722,299.0
3006734,299.0
3006826,299.0
3006835,299.0
3006841,299.0
3006853,299.0
3006960,299.0
3007011,299.0
3007094,299.0
3007120,299.0
3007193,299.0
3007217,299.0
3007300,299.0
3007301,299.0
3007308,299.0
3007309,299.0
3007319,299.0
3007361,299.0
3007378,299.0
3007384,299.0
3007402,299.0
3007446,299.0
3007448,299.0
3007485,299.0
3007528,299.0
3007543,299.0
3007545,299.0
3007547,299.0
3007562,299.0
3007580,299.0
3007583,299.0
3007588,299.0
3007589,299.0
3007599,299.0
3007623,299.0
3007639,299.0
3007649,299.0
3007656,299.0
3007661,299.0
3007685,299.0
3007706,299.0
3007717,299.0
3007718,299.0
3007736,299.0
3007751,299.0
3007793,299.0
3007824,299.0
3007854,299.0
3007856,299.0
3007862,299.0
3007864,299.0
3007870,299.0
3007874,299.0
3007875,299.0
3007884,299.0
3007885,299.0
3007886,299.0
3007892,299.0
3007900,299.0
3007905,299.0
3007906,299.0
3007910,299.0
3007917,299.0
3007931,299.0
3007959,299.0
3007963,299.0
3007969,299.0
3007980,299.0
3007988,299.0
3007998,299.0
3008009,299.0
3008013,299.0
3008016,299.0
3008029,299.0
3008030,299.0
3008033,299.0
3008047,299.0
3008051,299.0
3008054,299.0
3008061,299.0
3008064,299.0
3008073,299.0
3008078,299.0
3008111,299.0
3008143,299.0
3008145,299.0
3008146,299.0
3008152,299.0
3008156,299.0
3008163,299.0
3008170,299.0
3008200,299.0
3008201,299.0
3008210,299.0
3008213,299.0
3008219,299.0
3008228,299.0
3008229,299.0
3008242,299.0
3008246,299.0
3008261,299.0
3008303,299.0
3008309,299.0
3008312,299.0
3008322,299.0
3008328,299.0
3008332,299.0
3008341,299.0
3008357,299.0
3008371,299.0
3008390,299.0
3008414,299.0
3008415,299.0
3008422,299.0
3008425,299.0
3008446,299.0
3008449,299.0
3008463,299.0
3008474,299.0
3008479,299.0
3008483,299.0
3008485,299.0
3008492,299.0
3008496,299.0
3008516,299.0
3008528,299.0
3008534,299.0
3008538,299.0
3008557,299.0
3008560,299.0
3008564,299.0
3008577,299.0
3008608,299.0
3008609,299.0
3008635,299.0
3008667,299.0
3008671,299.0
3008684,299.0
3008719,299.0
3008721,299.0
3008724,299.0
3008734,299.0
3008736,299.0
3008748,299.0
3008788,299.0
3008789,299.0
3008803,299.0
3008825,299.0
3008842,299.0
3008850,299.0
3008851,299.0
3008910,299.0
3008933,299.0
3008937,299.0
3008946,299.0
3008957,299.0
3008960,299.0
3008963,299.0
3008964,299.0
3008973,299.0
3009051,299.0
3009053,299.0
3009066,299.0
3009067,299.0
3009072,299.0
3009081,299.0
3009095,299.0
3009102,299.0
3009110,299.0
3009112,299.0
3009119,299.0
3009131,299.0
3009146,299.0
3009150,299.0
3009186,299.0
3009188,299.0
3009191,299.0
3009197,299.0
3009205,299.0
3009211,299.0
3009216,299.0
3009236,299.0
3009247,299.0
3009251,299.0
3009260,299.0
3009264,299.0
3009288,299.0
3009323,299.0
3009324,299.0
3009327,299.0
3009350,299.0
3009355,299.0
3009375,299.0
3009434,299.0
3009443,299.0
3009459,299.0
3009461,299.0
3009463,299.0
3009472,299.0
3009479,299.0
3009483,299.0
3009484,299.0
3009489,299.0
3009493,299.0
3009502,299.0
3009507,299.0
3009519,299.0
3009537,299.0
3009541,299.0
3009545,299.0
3009548,299.0
3009549,299.0
3009572,299.0
3009574,299.0
3009589,299.0
3009602,299.0
3009603,299.0
3009643,299.0
3009660,299.0
3009680,299.0
3009684,299.0
3009694,299.0
3009698,299.0
3009712,299.0
3009722,299.0
3009725,299.0
3009729,299.0
3009740,299.0
3009741,299.0
3009743,299.0
3009746,299.0
3009759,299.0
3009774,299.0
3009780,299.0
3009784,299.0
3009809,299.0
3009812,299.0
3009814,299.0
3009835,299.0
3009850,299.0
3009860,299.0
3009862,299.0
3009869,299.0
3009875,299.0
3009882,299.0
3009886,299.0
3009887,299.0
3009906,299.0
3009910,299.0
3009931,299.0
3009943,299.0
3009945,299.0
3009956,299.0
3009962,299.0
3009972,299.0
3009989,299.0
3010003,299.0
3010010,299.0
3010011,299.0
3010014,299.0
3010015,299.0
3010018,299.0
3010019,299.0
3010021,299.0
3010023,299.0
3010029,299.0
3010038,299.0
3010046,299.0
3010049,299.0
3010054,299.0
3010057,299.0
3010062,299.0
3010063,299.0
3010064,299.0
3010070,299.0
3010079,299.0
3010082,299.0
3010088,299.0
3010091,299.0
3010104,299.0
3010112,299.0
3010116,299.0
3010127,299.0
3010128,299.0
3010141,299.0
3010145,299.0
3010153,299.0
3010155,299.0
3010157,299.0
3010166,299.0
3010181,299.0
3010182,299.0
3010408,299.0
3010457,299.0
3010528,299.0
3010546,299.0
3010586,299.0
3010596,299.0
3010660,299.0
3010679,299.0
3010688,299.0
3010695,299.0
3010699,299.0
3010707,299.0
3010723,299.0
3010736,299.0
3010770,299.0
3010780,299.0
3010781,299.0
3010782,299.0
3010794,299.0
3010836,299.0
3010868,299.0
3010874,299.0
3010884,299.0
3010886,299.0
3010897,299.0
3010911,299.0
3010970,299.0
3010987,299.0
3011017,299.0
3011047,299.0
3011059,299.0
3011065,299.0
3011072,299.0
3011096,299.0
3011102,299.0
3011148,299.0
3011153,299.0
3011160,299.0
3011181,299.0
3011205,299.0
3011242,299.0
3011271,299.0
3011302,299.0
3011309,299.0
3011319,299.0
3011320,299.0
3011321,299.0
3011325,299.0
3011330,299.0
3011333,299.0
3011334,299.0
3011337,299.0
3011358,299.0
3011361,299.0
3011363,299.0
3011380,299.0
3011386,299.0
3011394,299.0
3011399,299.0
3011417,299.0
3011426,299.0
3011437,299.0
3011450,299.0
3011453,299.0
3011472,299.0
3011479,299.0
3011481,299.0
3011486,299.0
3011500,299.0
3011509,299.0
3011515,299.0
3011519,299.0
3011549,299.0
3011554,299.0
3011559,299.0
3011592,299.0
3011599,299.0
3011602,299.0
3011612,299.0
3011617,299.0
3011644,299.0
3011646,299.0
3011654,299.0
3011663,299.0
3011667,299.0
3011679,299.0
3011686,299.0
3011697,299.0
3011708,299.0
3011709,299.0
3011714,299.0
3011717,299.0
3011727,299.0
3011729,299.0
3011739,299.0
3011752,299.0
3011755,299.0
3011760,299.0
3011772,299.0
3011787,299.0
3011804,299.0
3011819,299.0
3011820,299.0
3011865,299.0
3011866,299.0
3011876,299.0
3011882,299.0
3011895,299.0
3011899,299.0
3011925,299.0
3011926,299.0
3011933,299.0
3011936,299.0
3011951,299.0
3011959,299.0
3011964,299.0
3011976,299.0
3011977,299.0
3011993,299.0
3011994,299.0
3011998,299.0
3012012,299.0
3012014,299.0
3012015,299.0
3012019,299.0
3012037,299.0
3012044,299.0
3012056,299.0
3012075,299.0
3012097,299.0
3012112,299.0
3012133,299.0
3012138,299.0
3012156,299.0
3012164,299.0
3012172,299.0
3012176,299.0
3012177,299.0
3012181,299.0
3012209,299.0
3012213,299.0
3012238,299.0
3012241,299.0
3012244,299.0
3012251,299.0
3012254,299.0
3012270,299.0
3012285,299.0
3012309,299.0
3012312,299.0
3012313,299.0
3012315,299.0
3012326,299.0
3012352,299.0
3012395,299.0
3012397,299.0
3012402,299.0
3012409,299.0
3012421,299.0
3012428,299.0
3012429,299.0
3012435,299.0
3012445,299.0
3012447,299.0
3012450,299.0
3012477,299.0
3012480,299.0
3012482,299.0
3012496,299.0
3012503,299.0
3012510,299.0
3012514,299.0
3012519,299.0
3012522,299.0
3012525,299.0
3012543,299.0
3012565,299.0
3012572,299.0
3012580,299.0
3012596,299.0
3012607,299.0
3012609,299.0
3012614,299.0
3012649,299.0
3012657,299.0
3012671,299.0
3012699,299.0
3012700,299.0
3012712,299.0
3012734,299.0
3012759,299.0
3012772,299.0
3012779,299.0
3012815,299.0
3012825,299.0
3012828,299.0
3012836,299.0
3012837,299.0
3012838,299.0
3012848,299.0
3012856,299.0
3012890,299.0
3012893,299.0
3012910,299.0
3012914,299.0
3012916,299.0
3012917,299.0
3012927,299.0
3012941,299.0
3012949,299.0
3012964,299.0
3012973,299.0
3012976,299.0
3012985,299.0
3012998,299.0
3013014,299.0
3013018,299.0
3013019,299.0
3013021,299.0
3013026,299.0
3013036,299.0
3013046,299.0
3013048,299.0
3013057,299.0
3013058,299.0
3013074,299.0
3013081,299.0
3013082,299.0
3013108,299.0
3013116,299.0
3013120,299.0
3013122,299.0
3013124,299.0
3013133,299.0
3013139,299.0
3013152,299.0
3013183,299.0
3013187,299.0
3013188,299.0
3013191,299.0
3013193,299.0
3013199,299.0
3013207,299.0
3013212,299.0
3013218,299.0
3013219,299.0
3013221,299.0
3013222,299.0
3013223,299.0
3013234,299.0
3013250,299.0
3013265,299.0
3013284,299.0
3013288,299.0
3013295,299.0
3013323,299.0
3013328,299.0
3013332,299.0
3013354,299.0
3013375,299.0
3013383,299.0
3013386,299.0
3013398,299.0
3013407,299.0
3013411,299.0
3013437,299.0
3013443,299.0
3013445,299.0
3013451,299.0
3013454,299.0
3013455,299.0
3013463,299.0
3013472,299.0
3013473,299.0
3013475,299.0
3013476,299.0
3013478,299.0
3013479,299.0
3013483,299.0
3013488,299.0
3013493,299.0
3013497,299.0
3013503,299.0
3013522,299.0
3013524,299.0
3013549,299.0
3013563,299.0
3013564,299.0
3013566,299.0
3013576,299.0
3013583,299.0
3013592,299.0
3013604,299.0
3013608,299.0
3013614,299.0
3013615,299.0
3013618,299.0
3013622,299.0
3013637,299.0
3013664,299.0
3013670,299.0
3013671,299.0
3013677,299.0
3013683,299.0
3013685,299.0
3013783,299.0
3013789,299.0
3013808,299.0
3013812,299.0
3013861,299.0
3013879,299.0
3013885,299.0
3013902,299.0
3013953,299.0
3014051,299.0
3014067,299.0
3014102,299.0
3014124,299.0
3014143,299.0
3014155,299.0
3014185,299.0
3014187,299.0
3014204,299.0
3014250,299.0
3014251,299.0
3014315,299.0
3014358,299.0
3014365,299.0
3014406,299.0
3014417,299.0
3014438,299.0
3014454,299.0
3014461,299.0
3014471,299.0
3014475,299.0
3014490,299.0
3014510,299.0
3014517,299.0
3014535,299.0
3014540,299.0
3014579,299.0
3014588,299.0
3014617,299.0
3014618,299.0
3014635,299.0
3014649,299.0
3014652,299.0
3014667,299.0
3014684,299.0
3014685,299.0
3014686,299.0
3014693,299.0
3014700,299.0
3014701,299.0
3014714,299.0
3014720,299.0
3014727,299.0
3014729,299.0
3014730,299.0
3014748,299.0
3014749,299.0
3014751,299.0
3014758,299.0
3014798,299.0
3014823,299.0
3014826,299.0
3014853,299.0
3014865,299.0
3014870,299.0
3014905,299.0
3014920,299.0
3014932,299.0
3014944,299.0
3014945,299.0
3014973,299.0
3014978,299.0
3015003,299.0
3015022,299.0
3015046,299.0
3015066,299.0
3015076,299.0
3015085,299.0
3015094,299.0
3015095,299.0
3015122,299.0
3015157,299.0
3015177,299.0
3015178,299.0
3015180,299.0
3015186,299.0
3015187,299.0
3015197,299.0
3015208,299.0
3015234,299.0
3015243,299.0
3015244,299.0
3015272,299.0
3015281,299.0
3015286,299.0
3015287,299.0
3015312,299.0
3015342,299.0
3015362,299.0
3015378,299.0
3015409,299.0
3015424,299.0
3015457,299.0
3015461,299.0
3015462,299.0
3015481,299.0
3015502,299.0
3015521,299.0
3015524,299.0
3015535,299.0
3015537,299.0
3015552,299.0
3015564,299.0
3015566,299.0
3015571,299.0
3015572,299.0
3015576,299.0
3015582,299.0
3015601,299.0
3015604,299.0
3015635,299.0
3015636,299.0
3015661,299.0
3015711,299.0
3015724,299.0
3015726,299.0
3015730,299.0
3015737,299.0
3015746,299.0
3015755,299.0
3015756,299.0
3015757,299.0
3015768,299.0
3015770,299.0
3015775,299.0
3015779,299.0
3015790,299.0
3015791,299.0
3015816,299.0
3015843,299.0
3015862,299.0
3015868,299.0
3015872,299.0
3015879,299.0
3015907,299.0
3015930,299.0
3015931,299.0
3015938,299.0
3015964,299.0
3015974,299.0
3015978,299.0
3015982,299.0
3015985,299.0
3015988,299.0
3015998,299.0
3016022,299.0
3016044,299.0
3016053,299.0
3016070,299.0
3016086,299.0
3016088,299.0
3016092,299.0
3016100,299.0
3016104,299.0
3016124,299.0
3016134,299.0
3016143,299.0
3016146,299.0
3016156,299.0
3016228,299.0
3016235,299.0
3016245,299.0
3016248,299.0
3016275,299.0
3016282,299.0
3016288,299.0
3016297,299.0
3016310,299.0
3016313,299.0
3016319,299.0
3016327,299.0
3016331,299.0
3016341,299.0
3016344,299.0
3016351,299.0
3016372,299.0
3016392,299.0
3016445,299.0
3016446,299.0
3016454,299.0
3016457,299.0
3016458,299.0
3016485,299.0
3016492,299.0
3016511,299.0
3016514,299.0
3016526,299.0
3016548,299.0
3016551,299.0
3016555,299.0
3016557,299.0
3016563,299.0
3016586,299.0
3016604,299.0
3016616,299.0
3016621,299.0
3016663,299.0
3016684,299.0
3016694,299.0
3016705,299.0
3016715,299.0
3016718,299.0
3016719,299.0
3016720,299.0
3016721,299.0
3016731,299.0
3016733,299.0
3016734,299.0
3016759,299.0
3016768,299.0
3016778,299.0
3016785,299.0
3016796,299.0
3016799,299.0
3016807,299.0
3016816,299.0
3016820,299.0
3016823,299.0
3016833,299.0
3016840,299.0
3016841,299.0
3016849,299.0
3016857,299.0
3016864,299.0
3016875,299.0
3016887,299.0
3016892,299.0
3016914,299.0
3016926,299.0
3016928,299.0
3016956,299.0
3016975,299.0
3016976,299.0
3016978,299.0
3016983,299.0
3016997,299.0
3017018,299.0
3017058,299.0
3017111,299.0
3017113,299.0
3017117,299.0
3017129,299.0
3017133,299.0
3017137,299.0
3017138,299.0
3017162,299.0
3017176,299.0
3017201,299.0
3017203,299.0
3017218,299.0
3017234,299.0
3017247,299.0
3017253,299.0
3017265,299.0
3017273,299.0
3017284,299.0
3017285,299.0
3017292,299.0
3017294,299.0
3017301,299.0
3017303,299.0
3017305,299.0
3017309,299.0
3017311,299.0
3017312,299.0
3017314,299.0
3017331,299.0
3017344,299.0
3017359,299.0
3017360,299.0
3017372,299.0
3017376,299.0
3017380,299.0
3017387,299.0
3017407,299.0
3017409,299.0
3017412,299.0
3017416,299.0
3017422,299.0
3017423,299.0
3017430,299.0
3017445,299.0
3017490,299.0
3017495,299.0
3017571,299.0
3017622,299.0
3017639,299.0
3017758,299.0
3017775,299.0
3017893,299.0
3017924,299.0
3017933,299.0
3018014,299.0
3018034,299.0
3018038,299.0
3018126,299.0
3018133,299.0
3018137,299.0
3018141,299.0
3018168,299.0
3018171,299.0
3018181,299.0
3018215,299.0
3018227,299.0
3018228,299.0
3018230,299.0
3018249,299.0
3018257,299.0
3018275,299.0
3018280,299.0
3018284,299.0
3018293,299.0
3018302,299.0
3018307,299.0
3018309,299.0
3018321,299.0
3018324,299.0
3018336,299.0
3018339,299.0
3018389,299.0
3018394,299.0
3018395,299.0
3018402,299.0
3018417,299.0
3018442,299.0
3018460,299.0
3018475,299.0
3018559,299.0
3018596,299.0
3018614,299.0
3018623,299.0
3018624,299.0
3018634,299.0
3018636,299.0
3018637,299.0
3018639,299.0
3018648,299.0
3018652,299.0
3018670,299.0
3018672,299.0
3018693,299.0
3018698,299.0
3018720,299.0
3018726,299.0
3018763,299.0
3018766,299.0
3018773,299.0
3018789,299.0
3018795,299.0
3018830,299.0
3018836,299.0
3018841,299.0
3018848,299.0
3018868,299.0
3018894,299.0
3018938,299.0
3018940,299.0
3018954,299.0
3018968,299.0
3018969,299.0
3018971,299.0
3018976,299.0
3018993,299.0
3018996,299.0
3019004,299.0
3019013,299.0
3019017,299.0
3019029,299.0
3019043,299.0
3019048,299.0
3019049,299.0
3019053,299.0
3019071,299.0
3019072,299.0
3019087,299.0
3019094,299.0
3019098,299.0
3019104,299.0
3019107,299.0
3019109,299.0
3019115,299.0
3019121,299.0
3019128,299.0
3019141,299.0
3019160,299.0
3019164,299.0
3019170,299.0
3019194,299.0
3019196,299.0
3019199,299.0
3019210,299.0
3019212,299.0
3019229,299.0
3019238,299.0
3019243,299.0
3019251,299.0
3019261,299.0
3019264,299.0
3019271,299.0
3019272,299.0
3019282,299.0
3019290,299.0
3019303,299.0
3019322,299.0
3019326,299.0
3019350,299.0
3019356,299.0
3019361,299.0
3019366,299.0
3019367,299.0
3019378,299.0
3019383,299.0
3019405,299.0
3019412,299.0
3019426,299.0
3019440,299.0
3019455,299.0
3019474,299.0
3019491,299.0
3019502,299.0
3019523,299.0
3019533,299.0
3019539,299.0
3019546,299.0
3019550,299.0
3019556,299.0
3019592,299.0
3019593,299.0
3019598,299.0
3019639,299.0
3019652,299.0
3019662,299.0
3019686,299.0
3019689,299.0
3019692,299.0
3019701,299.0
3019710,299.0
3019715,299.0
3019730,299.0
3019739,299.0
3019753,299.0
3019757,299.0
3019771,299.0
3019776,299.0
3019783,299.0
3019784,299.0
3019801,299.0
3019805,299.0
3019812,299.0
3019813,299.0
3019814,299.0
3019820,299.0
3019822,299.0
3019842,299.0
3019845,299.0
3019847,299.0
3019864,299.0
3019875,299.0
3019902,299.0
3019907,299.0
3019935,299.0
3019940,299.0
3019961,299.0
3019962,299.0
3019967,299.0
3019969,299.0
3019972,299.0
3019977,299.0
3019978,299.0
3019980,299.0
3019992,299.0
3020004,299.0
3020020,299.0
3020027,299.0
3020029,299.0
3020034,299.0
3020070,299.0
3020073,299.0
3020088,299.0
3020092,299.0
3020099,299.0
3020118,299.0
3020144,299.0
3020147,299.0
3020199,299.0
3020202,299.0
3020208,299.0
3020209,299.0
3020221,299.0
3020235,299.0
3020259,299.0
3020303,299.0
3020309,299.0
3020317,299.0
3020327,299.0
3020340,299.0
3020346,299.0
3020348,299.0
3020353,299.0
3020355,299.0
3020358,299.0
3020362,299.0
3020382,299.0
3020388,299.0
3020403,299.0
3020417,299.0
3020426,299.0
3020431,299.0
3020435,299.0
3020447,299.0
3020469,299.0
3020474,299.0
3020486,299.0
3020495,299.0
3020510,299.0
3020513,299.0
3020528,299.0
3020552,299.0
3020593,299.0
3020606,299.0
3020613,299.0
3020621,299.0
3020632,299.0
3020649,299.0
3020665,299.0
3020667,299.0
3020668,299.0
3020678,299.0
3020692,299.0
3020695,299.0
3020701,299.0
3020708,299.0
3020734,299.0
3020739,299.0
3020742,299.0
3020746,299.0
3020754,299.0
3020768,299.0
3020781,299.0
3020790,299.0
3020805,299.0
