txn_id,device_key
3013877,0de1c94cee97
3013891,af02e11dc80d
3013925,6d836fb145bb
3013969,ecec531ba6c5
3013981,31842fd6f587
3014039,f0a34affcb3d
3014048,da9040675fd2
3014066,4fc11526c127
3014154,6f628890aeec
3014183,677546489e2b
3014254,12223c9e5d91
3014257,1a3a8b2a4f0a
3014265,6ca8c6cce5d9
3014296,335d6cc4c9c9
3014361,f29b2a2dc9b9
3014383,f60a77d90e62
3014411,291b97490d30
3014432,76b17ac563a8
3014438,91879505dd6c
3014500,9b64fa66f521
3014506,f489e57a46ba
3014528,c17f9c5b6eba
3014566,2ddc1bc3f222
3014611,45d9bf450aef
3014654,41eb091b295b
3014687,346e050fcb65
3014706,cbc79f5447df
3014719,8e8c12a2f8a1
3014725,0f7177d43ee5
3014726,0b4ff3a53505
3014839,c46e9744d951
3014845,c35e93f8612b
3014855,330c97d49927
3014879,626ab17bd36c
3014903,a0a465c8a524
3014983,6af4abe8d278
3014992,b00bcfca6c5e
3015056,37be47a20c05
3015062,4ea1c14abed5
3015080,185d413d46fc
3015091,0353fffb529b
3015100,d136849abbef
3015111,2e72297f12ff
3015112,c4e917524902
3015174,59dda32f0834
3015247,d19a940ae8cd
3015270,e4400bc854d6
3015315,93b2dc2d9f44
3015317,497a499150cf
3015319,8fbc25e52301
3015348,93ab37bcba14
3015351,395f13415dbd
3015368,23fb6c6b11e7
3015399,962ca13ee731
3015427,7270f8ddcf90
3015441,e4b5ccd8b297
3015446,f10b7eef91fb
3015449,5636127ef9b3
3015475,f4589e199aa6
3015485,b33e74e73875
3015518,d2761071c871
3015525,fe9397f2de08
3015548,63b5e39e52f2
3015605,36d31d606717
3015643,9dc9a7dc6090
3015703,f960b12810a9
3015721,9bd732bb1183
3015722,71df28702fea
3015784,76165b2a3abd
3015801,130d67826f3f
3015874,8d902afbf162
3015880,042b821ca9b0
3015896,9dcae31a730f
3015904,2b5689b7ff17
3015978,3172bf5cc3d9
3016025,8e0c0da46290
3016062,fa58c9621d45
3016084,088b5ca07471
3016137,1966a927cb2e
3016143,180d43aeeaa0
3016163,b348cf17bb15
3016170,ab1397ce440c
3016179,07651cb58973
3016200,29dddcd375bb
3016213,bdbc6bcfe361
3016251,ddf2dc803b28
3016259,b37a1f201092
3016293,2fe4d03223b3
3016314,2985c2578633
3016330,27530fb3ef32
3016331,b7515a7eafa8
3016333,bc0922ae2959
3016347,6102b1c61231
3016379,cf7732cb2a43
3016420,db21b1a7c276
3016430,08006bf7834d
3016478,a492cc1b8782
3016482,84265efe1d3e
3016545,1265bb0884d2
3016568,57f0aff180de
3016645,7e602c82a28e
3016647,4f88dceabe67
3016685,ffd8b856291d
3016753,0d6b18cdcff5
3016774,8b763af1552e
3016776,5b9c1af06660
3016779,b36eab5a0da4
3016785,1b49aea5ac48
3016786,6803a80ba7cf
3016803,b8df940ec188
3016818,623d0fea3aeb
3016834,2508bd4facc0
3016838,93948b0c096a
3016844,49b1576b7ea4
3016856,295427e77749
3016902,e7321f995832
3016923,24b03d6d1a2e
3016966,31b1f7fb86cf
3016982,e4b0a3acce04
3017000,3782aeff6fa6
3017015,83105e996fe6
3017022,39e0a86f89ad
3017025,3eb978ca94bd
3017031,1442c122890b
3017057,90a151fd6db0
3017059,99f350d01c4a
3017060,07ad41889e0a
3017063,c84d2fd47905
3017070,8ed30b052a4f
3017071,323bef933809
3017088,f2e16197c62c
3017089,eb0e2141a708
3017107,1d5f3081bc4a
3017114,52baa1c570db
3017142,7a20f51ea214
3017155,3ba9ee0623ba
3017169,0b30f0037d1b
3017206,570c39ce87ab
3017212,1f5afd4a7ebf
3017224,1085b75b59c0
3017230,2a29cb87bb79
3017235,95c335b09025
3017246,720480231339
3017249,b78e5614ab2e
3017253,07b6748258b9
3017256,984ddd18815a
3017260,6e2015e2d74b
3017269,09c8fd2a4c2a
3017271,e866de035d44
3017274,85d25d429d97
3017275,583a44b023c8
3017286,15b3c9502ced
3017288,5612d03fde11
3017293,a597ae114c85
3017304,ebf062812a24
3017326,20c46a56ad70
3017347,ff32f5afee6c
3017379,2194fda9e569
3017389,64bba02f0440
3017437,4342cbc161a4
3017469,c7b4dcd55eed
3017481,9dc6c4694227
3017483,2b469087f7ee
3017485,b6d53b2b2f0d
3017486,7e35adb85a85
3017497,bacfe337e24f
3017551,d9705a289278
3017553,a324fe131361
3017573,536ee783f783
3017622,01743e2eeb1b
3017627,416ca42022a5
3017633,d8defcc310aa
3017639,947a102ef40b
3017666,1987ecc7c4a1
3017673,1b3282a7325e
3017678,56ee4eb8fb92
3017688,a61f998a4068
3017691,6b90a1a5a7ec
3017695,acb15a7b42fa
3017715,d49c17ca77b4
3017719,d4352af267a2
3017724,da7b5373cce6
3017738,0134d3a68f6d
3017745,9521a8ffcb35
3017747,3fcbf2fad0cd
3017754,fef022bdd166
3017794,539e850be7c3
3017853,e1f937b672aa
3017897,0dd97d9f9e97
3017904,f048c696cda3
3017930,608cf086fb32
3017947,14a9f10e93c0
3017972,ecd5917e2a18
3018051,fc6217a2b884
3018055,2972f11fd1fe
3018056,f9b3788e5d5f
3018091,37b060f4a7e1
3018144,908e4f647d93
3018161,7a71ada3c7fe
3018185,3fa4c9fc9247
3018219,6d016bdc5ad4
3018240,a87a8c4de28d
3018244,71860221f78e
3018263,e7cc087b8e66
3018271,9187c85295ea
3018275,38047a39dbea
3018280,1a53e2020c44
3018311,0d8acfd3141b
3018317,cbe21b84c23f
3018326,44b4292813a8
3018340,0d2c4ee19c44
3018350,5d757cc61ae1
3018443,6d0bd7da851c
3018444,0f391609e968
3018457,c4ff7aec0b47
3018475,92a249fc287d
3018530,ef7fedd49079
3018532,412d649bc031
3018550,3094720a8f8d
3018566,82396191b166
3018669,b03c3cc45235
3018680,67ea39bc50ef
3018716,ba62014a7b4b
3018723,2397c738fa6e
3018732,752b3f11ff42
3018755,2229ebdfae20
3018772,9cf834347176
3018786,c153e5dcb676
3018789,1a94da6e79a4
3018819,0a0e22d88887
3018850,2d712d9f51ed
3018858,43e7c0fc2e6c
3018928,ee596932ce7f
3018951,58cd06834b8e
3018975,53ec5713f643
3018988,f7105e7b109e
3018994,707a29ae507a
3019004,1b2ef43fec8d
3019016,0b4b1a28deaf
3019026,a42fe5f019c0
3019049,27e7002197ee
3019190,b9a25fd4e5de
3019287,7c04afa06f3a
3019356,6a2abf22f219
3019377,7f52381cbec1
3019395,a5902e5fad64
3019409,1004c22bb7d3
3019461,aab8e13bbf81
3019465,48e740f00d41
3019471,7c03ee93ded9
3019481,ab0e8ecdce07
3019489,664814a6c6b4
3019499,74e693a949f7
3019519,fffaf810c43d
3019530,7eccec14dddc
3019652,2cc4b0f00557
3019655,1fe7d146ae72
3019812,72aa9931150e
3019828,4a951346b420
3019845,37d3bda70fd9
3019847,68bc31783a24
3019900,73831fdfe73f
3019916,83aa3b7165eb
3019918,9428c798ee72
3019934,053d594650fb
3019958,9cce4d830629
3019965,51b6b45f06b0
3019990,77a8b5a08fec
3020026,04b6dd12c374
3020039,f18f8e944a73
3020053,30c7527ea8b0
3020066,8630b753bf36
3020148,5be0b08eba64
3020174,409adec0166e
3020261,fe457e6fe8f5
3020310,f769a31d1ec9
3020347,3097c0798880
3020349,5caec23c45a4
3020390,8cd73c71f814
3020395,25414674295e
3020405,6ea12afdd377
3020418,022367a5c6e1
3020420,0b8f618b3c3a
3020425,14d6dda699c7
3020434,d0b916cce8f6
3020439,e133e2cb7002
3020446,5fbd4b545ea1
3020468,60f472343509
3020473,8d9ab40af160
3020475,3f14ed6d8c1b
3020507,c0733f1924f4
3020547,da9e6d2d8add
3020610,183a43d943b5
3020613,2edf890a722f
3020629,a6c1e5940811
3020640,94c8de2282b4
3020651,9ec2d6727a3d
3020656,0bd281d4c577
3020662,8be1cdcb257a
3020689,9392ec41eb4a
3020711,fd9764373b92
3020733,c3e308619f7f
3020735,49741190c429
3020738,1e49b0587b91
3020807,f729a2317cfe
3020823,0796d0dcbd4d
3020833,cb1d9dc506e0
3020881,9d1c101a719d
3020884,8851ed2b7688
3020886,ade0fe8eac69
3020890,0be742f83001
3020895,56cf5f77e1fe
3020935,6ae06a29b3ad
3020961,9455c472de74
3020963,45ff31674950
3020967,4fb2d1e70765
3020980,600023e71417
3020983,6ce31d353b6d
3021003,b65239bed6fe
3021010,2ab49aea3674
3021013,59e618841ed9
3021033,d8e04c8c2af6
3021041,73c8b1b5d1af
3021081,720464ddafde
3021091,3c7117da36a4
3021092,899cc23d8a78
3021105,27e9f268490a
3021123,f1dd4052d6af
3021180,4c37206fc943
3021182,2179a7334f0b
3021194,9be1c7984d50
3021198,4de5972ee495
3021201,7febe427439e
3021228,126d6d9b6950
3021305,8dbfbc5c4795
3021319,bba8204784ee
3021331,9f7dcb717f4c
3021332,4c13be9eda21
3021333,4d17c6b2471a
3021361,bec9f8fa4a77
3021365,0ebb61117579
3021401,df68523aa6f8
3021408,6581cae9aef8
3021474,f04b987b475a
3021481,804e0578363b
3021485,045d7d69f448
3021488,69052521256c
3021496,cca197dd32ff
3021538,b44376917ad4
3021560,dd3f341e4b24
3021565,4aba97bdd61e
3021611,29348f7704f0
3021623,76f4b7c5ea67
3021652,77f4dc775fca
3021658,d1926c367092
3021662,7b062f291894
3021713,255791f555e5
3021737,9e21c94878a8
3021745,4908e62efc65
3021771,c5c1a9eb0bab
3021773,2cd598b86e95
3021824,492556a3aec1
3021843,92f1cdc7d866
3021910,dddf9998ebdc
3021929,a0526f86e0bd
3021952,78fedf4ab10b
3021953,c6b2a636a814
3021992,1d8f0eea03e7
3022009,d6ae484c6ea8
3022041,009e462d5cee
3022042,3264d9eccee3
3022061,2828b7c26617
3022120,3439f88feed3
3022260,716e47bca7c6
3022263,c6bca064b268
3022335,08c116c058b8
3022375,371eb4f95d62
3022405,32bf25330291
3022445,4bfa53bf93ab
3022481,ee7623cdb964
3022484,74a8c9c0eb13
3022488,b6c857e7a1c3
3022527,8d8a56ad93be
3022551,326566e3d31e
3022565,bdb76f8fefbd
3022668,8b193e76a4da
3022675,a3fac9213326
3022725,3b37840253b3
3022742,364dd2469500
3022761,2d6b5fb3cbe8
3022790,49d6df46b117
3022793,cb685194944d
3022820,24ee4cecf2fa
3022828,2f58cfb4ec41
3022842,5cd88fa56b89
3022843,7cb809af82ee
3022852,787a6e62cc5d
3022878,5d29f64fb30b
3022907,887a7456ac58
3022925,95a6a129f689
3022932,2cd2f535d0d9
3022953,1d4fe1445ca4
3022957,de21a17266d9
3023020,e3fee6c47fbe
3023021,44208d1779da
3023041,4d92f7233a95
3023063,9205ec1023b2
3023102,a523d91b3870
3023109,baddaeb037e9
3023144,b62cf812c1d4
3023162,533e4c2f1bf1
3023175,48163d667df7
3023206,e30bb2c95193
3023209,8e32614700ba
3023216,6f38dc51a0e7
3023220,6bb1d4684d92
3023240,b1087e50659c
3023252,9a158d948dee
3023256,1d840b4700a0
3023259,2f16cecd2b21
3023263,37115930b399
3023276,47da504fb41d
3023299,6332529dcd6c
3023304,079c15c323ce
3023307,a01aaea45e48
3023319,8b70aa0f0a29
3023342,abbd6005fe07
3023393,f19caa9ed706
3023404,557552ebc7a0
3023421,0bc276e7fe60
3023433,6aba304ec3c1
3023441,0e0dce8b24cc
3023457,fc93a4c00556
3023502,15901fd04774
3023536,3c5f24db186e
3023563,f7a58b5200d7
3023576,90a1a10cb749
3023613,1a99844ae9f1
3023621,502607d9e7b5
3023631,6e4e8365a802
3023653,4afeb33cb319
3023687,e41efdb8608d
3023689,ea56cad244b0
3023695,a01375627200
3023696,1972c8e40912
3023706,2f76cda13036
3023717,ffc2cfe4039d
3023731,8c437e46eaf1
3023747,086a28a5079d
3023767,2396720b5cf2
3023780,75e5e5ea824a
3023787,7d9fcde8b6d9
3023794,d52dd5cb3f14
3023804,364e33809485
3023811,c7c793705cd8
3023826,a36b2dcd9a6f
3023836,f196b885e58b
3023851,d14230a27c8d
3023855,20406d258128
3023868,14fe683a7bee
3023873,a1edb517b410
3023875,fc0213a0c516
3023879,48ba9af6d695
3023882,651505d3a2a6
3023888,d763184377b1
3023891,ac7940a2557b
3023902,456d86e4ad8e
3023917,b007ac08d518
3023926,d0c6925063b6
3023931,46295315a4ba
3023939,45380a5f6ccf
3023942,d3d04a819b33
3023946,c1126fe4de69
3023955,339eba685ae7
3023960,f7885e555c6a
3023999,b97becfb7597
3024042,c744ff1730a1
3024115,714ac6f49a4f
3024122,d5f2f201b896
3024125,7e3699fc49fb
3024142,ad17efd0ddab
3024157,402f205c81f8
3024170,70518200c36c
3024186,04ff614cc08d
3024202,2b532d1a168b
3024247,7dacc5b62b93
3024293,3463a0940680
3024297,cb288b12919e
3024306,eacadc8a579b
3024322,0e50def175de
3024348,9971e987c2cc
3024369,f34168f56873
3024393,360e1661bdb2
3024402,6a0a6f5b512b
3024409,c45cc5418177
3024424,b3d8ed1f2000
3024479,d18f6e7771c1
3024492,0c78e6c1a722
3024507,aa8a4db4fa3c
3024511,19b8130b9e7c
3024544,4d20267c3d27
3024554,4c44d289093b
3024555,4af7019d277b
3024559,d1ab7e71007f
3024575,fbe35c96d42f
3024577,5ff3cf083dd6
3024579,ff097ee4b8e2
3024614,340ec2511d7d
3024694,424122937957
3024699,dd899f501623
3024726,0dec755f9c74
3024731,208f0c8c4fda
3024733,338a5791cc72
3024741,c02978278d2d
3024750,980da3e93279
3024758,6a19e975e057
3024779,d1c89bbb7a81
3024782,a2f28e186187
3024805,ce0193eeecdd
3024820,61412b0402d9
3024827,d81af8a1d857
3024829,5b39601c9e0d
3024835,c4f43b52b7f0
3024841,09f6cfbc0562
3024842,0a77e8eb1b29
3024843,6d9113e426ed
3024863,2622cdf2ae66
3024873,3509be7535a0
3024902,f14b623a7623
3024905,979665765c41
3024910,8576e0ddc101
3024914,e7c71e6c9e35
3024918,e2ea8f97f600
3024939,0403a609ad52
3024961,82d0289e189b
3024962,cfed2e84aad2
3024998,77f6a65890a1
3025010,59b4a538c51d
3025032,55ccc22b2cc5
3025057,84cb9004b93d
3025090,17f271b957cb
3025092,1a3424046049
3025098,e7fe292cacc5
3025244,f5e3d0c50204
3025268,06f4272b4fc6
3025314,11a411e0d6fc
3025331,4826869dda76
3025368,9662194c539d
3025391,330a1614ae47
3025414,251667b1d11d
3025428,3663aef322e9
3025450,73394e2b98d6
3025466,4c88e691e984
3025474,ef6188f32ade
3025486,6c5941c2f3f1
3025511,8ac3e3583a64
3025529,fde2d9e08f28
3025553,721b5c809d70
3025571,015a1354ce77
3025581,3e9b16b7462a
3025595,ea0d154c83d5
3025606,049ffd41efd9
3025612,395ef2e0e934
3025623,236eab2090f2
3025626,39bfbe55083e
3025653,5f8e70b1dfe1
3025673,97a8610aa438
3025678,e9ccd3b00d32
3025708,59d1165a68bc
3025727,5295213f2d94
3025774,38c0d2f66c7a
3025829,eab844dbbe31
3025856,bbec6b233a40
3025857,e618da249cd1
3025867,e3d08b392c27
3025900,e5b3e1c45eba
3025956,9df960df2c37
3026052,47ba9d555d8c
3026085,677cfaa321f4
3026103,54e046405da6
3026129,6a15d1a28cc6
3026163,5b6191992b30
3026171,a6964f886bce
3026233,ff46beb813de
3026249,2585199df6e8
3026281,f93b497cc7eb
3026282,3e90283148c1
3026319,b7867e1a5010
3026332,20d70f4b7c32
3026382,2e776f867dc6
3026442,3a55a3a484ba
3026464,9ab7c718ec10
3026501,88c55f7a8469
3026509,ec8e43cc0633
3026512,bba63347ce3d
3026538,9c948556f449
3026580,60bc57dc8b9c
3026647,166d4eece937
3026679,ccf6a2be03b6
3026686,f3654654fc1f
3026697,50aa500cc64b
3026718,3bab7352cb70
3026740,86d096cc2a13
3026744,acc6f52a47b0
3026798,dc08ce57e91c
3026837,84a950eb3a26
